IDpol,Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Area,Density,Region,claim_occurred,claim_amount,premium_paid
9481,1.0,6.194444444444445,15,24,86.0,B12,Regular,B,393.0,Centre,True,93.12,568.93
9481,1.0,6.194444444444445,15,24,86.0,B12,Regular,B,393.0,Centre,False,0.0,568.93
9481,1.0,6.194444444444445,15,24,86.0,B12,Regular,B,393.0,Centre,False,0.0,566.08
9482,1.0,5.833333333333333,15,26,59.0,B12,Regular,B,393.0,Centre,True,119.31,420.48
9482,1.0,5.833333333333333,15,26,59.0,B12,Regular,B,393.0,Centre,False,0.0,403.28
9483,1.0,6.527777777777778,2,25,77.0,B12,Regular,A,393.0,Centre,False,0.0,389.1
9483,1.0,6.527777777777778,2,25,77.0,B12,Regular,A,393.0,Centre,False,0.0,524.37
9483,1.0,6.527777777777778,2,25,77.0,B12,Regular,A,393.0,Centre,False,0.0,527.0
9484,1.0,4.0,17,20,50.0,B12,Regular,A,393.0,Centre,False,0.0,219.18
9485,1.0,6.25,1,20,50.0,B12,Regular,A,393.0,Centre,False,0.0,786.72
9485,1.0,6.25,1,20,50.0,B12,Regular,A,393.0,Centre,False,0.0,794.57
9486,1.0,6.388888888888889,8,18,50.0,B12,Diesel,A,393.0,Centre,False,0.0,584.14
9487,1.0,7.222222222222222,11,43,230.0,B12,Diesel,A,393.0,Centre,True,1903.07,381.93
9488,1.0,5.555555555555555,17,57,77.0,B12,Regular,A,393.0,Centre,False,0.0,300.81
9488,1.0,5.555555555555555,17,57,77.0,B12,Regular,A,393.0,Centre,False,0.0,305.31
9488,1.0,5.555555555555555,17,57,77.0,B12,Regular,A,393.0,Centre,False,0.0,300.72
9488,1.0,5.555555555555555,17,57,77.0,B12,Regular,A,393.0,Centre,False,0.0,297.7
9489,1.0,6.555555555555555,21,47,50.0,B12,Regular,B,393.0,Centre,False,0.0,316.13
9489,1.0,6.555555555555555,21,47,50.0,B12,Regular,B,393.0,Centre,False,0.0,316.13
9489,1.0,6.555555555555555,21,47,50.0,B12,Regular,B,393.0,Centre,False,0.0,317.71
9490,1.0,6.444444444444445,6,67,50.0,B12,Diesel,A,393.0,Centre,False,0.0,226.31
9490,1.0,6.444444444444445,6,67,50.0,B12,Diesel,A,393.0,Centre,False,0.0,233.1
9490,1.0,6.444444444444445,6,67,50.0,B12,Diesel,A,393.0,Centre,False,0.0,237.76
9491,1.0,5.666666666666667,21,72,50.0,B12,Diesel,A,393.0,Centre,False,0.0,268.69
9491,1.0,5.666666666666667,21,72,50.0,B12,Diesel,A,393.0,Centre,False,0.0,282.14
9491,1.0,5.666666666666667,21,72,50.0,B12,Diesel,A,393.0,Centre,False,0.0,283.55
9491,1.0,5.666666666666667,21,72,50.0,B12,Diesel,A,393.0,Centre,False,0.0,284.97
9492,1.0,5.666666666666667,21,77,50.0,B12,Diesel,A,393.0,Centre,False,0.0,249.37
9493,1.0,5.638888888888889,17,50,50.0,B12,Diesel,A,393.0,Centre,False,0.0,242.88
9493,1.0,5.638888888888889,17,50,50.0,B12,Diesel,A,393.0,Centre,False,0.0,244.09
9493,1.0,5.638888888888889,17,50,50.0,B12,Diesel,A,393.0,Centre,False,0.0,246.53
9494,1.0,7.861111111111111,13,53,50.0,B12,Diesel,B,393.0,Centre,False,0.0,357.76
9494,1.0,7.861111111111111,13,53,50.0,B12,Diesel,B,393.0,Centre,False,0.0,366.72
9495,1.0,5.777777777777778,24,36,50.0,B12,Diesel,A,393.0,Centre,False,0.0,67.51
9495,1.0,5.777777777777778,24,36,50.0,B12,Diesel,A,393.0,Centre,False,0.0,68.18
9495,1.0,5.777777777777778,24,36,50.0,B12,Diesel,A,393.0,Centre,False,0.0,68.86
9496,1.0,5.555555555555555,9,71,59.0,B12,Regular,A,393.0,Centre,False,0.0,509.34
9496,1.0,5.555555555555555,9,71,59.0,B12,Regular,A,393.0,Centre,False,0.0,511.89
9497,1.0,6.166666666666666,5,49,50.0,B12,Regular,B,393.0,Centre,False,0.0,543.5
9497,1.0,6.166666666666666,5,49,50.0,B12,Regular,B,393.0,Centre,False,0.0,554.38
9497,1.0,6.166666666666666,5,49,50.0,B12,Regular,B,393.0,Centre,False,0.0,543.3
9498,1.0,6.805555555555555,12,65,68.0,B12,Diesel,B,393.0,Centre,True,262.89,363.52
9498,1.0,6.805555555555555,12,65,68.0,B12,Diesel,B,393.0,Centre,False,0.0,336.46
9499,1.0,4.305555555555555,10,48,50.0,B12,Regular,A,393.0,Centre,False,0.0,101.7
9499,1.0,4.305555555555555,10,48,50.0,B12,Regular,A,393.0,Centre,False,0.0,103.73
9500,1.0,6.805555555555555,15,76,50.0,B12,Diesel,A,393.0,Centre,False,0.0,478.97
9500,1.0,6.805555555555555,15,76,50.0,B12,Diesel,A,393.0,Centre,False,0.0,488.56
9500,1.0,6.805555555555555,15,76,50.0,B12,Diesel,A,393.0,Centre,False,0.0,495.88
9501,1.0,5.972222222222222,14,46,59.0,B12,Diesel,A,393.0,Centre,False,0.0,308.92
9501,1.0,5.972222222222222,14,46,59.0,B12,Diesel,A,393.0,Centre,False,0.0,294.6
9501,1.0,5.972222222222222,14,46,59.0,B12,Diesel,A,393.0,Centre,False,0.0,297.52
9502,1.0,6.388888888888889,17,74,68.0,B12,Diesel,B,393.0,Centre,True,52.09,294.17
9502,1.0,6.388888888888889,17,74,68.0,B12,Diesel,B,393.0,Centre,False,0.0,303.0
9503,1.0,6.111111111111111,14,41,149.0,B12,Diesel,A,393.0,Centre,False,0.0,334.8
9503,1.0,6.111111111111111,14,41,149.0,B12,Diesel,A,393.0,Centre,False,0.0,228.8
9503,1.0,6.111111111111111,14,41,149.0,B12,Diesel,A,393.0,Centre,False,0.0,229.94
9504,1.0,5.972222222222222,17,78,50.0,B12,Regular,A,393.0,Centre,False,0.0,217.79
9505,1.0,6.5,13,70,185.0,B12,Regular,A,393.0,Centre,False,0.0,253.86
9505,1.0,6.5,13,70,185.0,B12,Regular,A,393.0,Centre,False,0.0,261.48
9505,1.0,6.5,13,70,185.0,B12,Regular,A,393.0,Centre,False,0.0,258.85
9506,1.0,6.944444444444445,12,74,50.0,B12,Diesel,A,393.0,Centre,False,0.0,235.4
9506,1.0,6.944444444444445,12,74,50.0,B12,Diesel,A,393.0,Centre,False,0.0,240.12
9507,1.0,5.833333333333333,14,64,59.0,B12,Diesel,A,393.0,Centre,False,0.0,238.36
9507,1.0,5.833333333333333,14,64,59.0,B12,Diesel,A,393.0,Centre,False,0.0,244.35
9507,1.0,5.833333333333333,14,64,59.0,B12,Diesel,A,393.0,Centre,False,0.0,245.58
9508,1.0,9.36111111111111,16,78,50.0,B12,Diesel,A,393.0,Centre,False,0.0,178.07
9509,1.0,6.138888888888889,36,68,50.0,B12,Diesel,A,393.0,Centre,False,0.0,82.36
9509,1.0,6.138888888888889,36,68,50.0,B12,Diesel,A,393.0,Centre,False,0.0,82.77
9509,1.0,6.138888888888889,36,68,50.0,B12,Diesel,A,393.0,Centre,False,0.0,83.83
9510,1.0,7.194444444444445,18,65,140.0,B12,Diesel,A,393.0,Centre,False,0.0,83.27
9510,1.0,7.194444444444445,18,65,140.0,B12,Diesel,A,393.0,Centre,False,0.0,85.71
9510,1.0,7.194444444444445,18,65,140.0,B12,Diesel,A,393.0,Centre,False,0.0,86.56
9511,1.0,5.277777777777778,31,22,77.0,B12,Regular,A,393.0,Centre,False,0.0,473.83
9512,1.0,14.833333333333334,18,64,95.0,B12,Regular,A,393.0,Centre,False,0.0,416.39
9512,1.0,14.833333333333334,18,64,95.0,B12,Regular,A,393.0,Centre,False,0.0,418.46
9512,1.0,14.833333333333334,18,64,95.0,B12,Regular,A,393.0,Centre,False,0.0,412.18
9513,1.0,6.277777777777778,17,74,95.0,B12,Diesel,A,393.0,Centre,True,350.93,342.88
9513,1.0,6.277777777777778,17,74,95.0,B12,Diesel,A,393.0,Centre,True,300.9,282.43
9513,1.0,6.277777777777778,17,74,95.0,B12,Diesel,A,393.0,Centre,False,0.0,306.44
9514,1.0,6.388888888888889,9,75,50.0,B12,Regular,A,393.0,Centre,False,0.0,194.35
9514,1.0,6.388888888888889,9,75,50.0,B12,Regular,A,393.0,Centre,False,0.0,197.27
9514,1.0,6.388888888888889,9,75,50.0,B12,Regular,A,393.0,Centre,False,0.0,206.14
9515,1.0,5.694444444444445,25,66,68.0,B12,Diesel,A,393.0,Centre,False,0.0,325.98
9515,1.0,5.694444444444445,25,66,68.0,B12,Diesel,A,393.0,Centre,False,0.0,329.24
9515,1.0,5.694444444444445,25,66,68.0,B12,Diesel,A,393.0,Centre,False,0.0,329.24
9516,1.0,5.972222222222222,8,72,50.0,B12,Regular,A,393.0,Centre,False,0.0,266.1
9516,1.0,5.972222222222222,8,72,50.0,B12,Regular,A,393.0,Centre,False,0.0,252.79
9516,1.0,5.972222222222222,8,72,50.0,B12,Regular,A,393.0,Centre,False,0.0,250.26
9517,1.0,6.111111111111111,9,68,77.0,B12,Diesel,A,393.0,Centre,True,474.555,355.98
9517,1.0,6.111111111111111,9,68,77.0,B12,Diesel,A,393.0,Centre,False,0.0,371.99
9517,1.0,6.111111111111111,9,68,77.0,B12,Diesel,A,393.0,Centre,False,0.0,373.84
9518,1.0,6.388888888888889,43,70,50.0,B12,Regular,B,393.0,Centre,False,0.0,117.9
9518,1.0,6.388888888888889,43,70,50.0,B12,Regular,B,393.0,Centre,False,0.0,117.9
9518,1.0,6.388888888888889,43,70,50.0,B12,Regular,B,393.0,Centre,False,0.0,118.49
9519,1.0,11.25,6,73,50.0,B12,Diesel,A,393.0,Centre,False,0.0,626.0
9519,1.0,11.25,6,73,50.0,B12,Diesel,A,393.0,Centre,False,0.0,626.0
9519,1.0,11.25,6,73,50.0,B12,Diesel,A,393.0,Centre,False,0.0,635.39
9520,1.0,5.583333333333333,12,74,59.0,B12,Regular,A,393.0,Centre,False,0.0,308.69
9520,1.0,5.583333333333333,12,74,59.0,B12,Regular,A,393.0,Centre,False,0.0,325.29
9521,1.0,6.388888888888889,16,32,122.0,B12,Diesel,A,393.0,Centre,False,0.0,210.23
9521,1.0,6.388888888888889,16,32,122.0,B12,Diesel,A,393.0,Centre,False,0.0,185.5
9521,1.0,6.388888888888889,16,32,122.0,B12,Diesel,A,393.0,Centre,False,0.0,181.88
9522,1.0,5.972222222222222,11,76,50.0,B12,Regular,A,393.0,Centre,False,0.0,267.71
9522,1.0,5.972222222222222,11,76,50.0,B12,Regular,A,393.0,Centre,False,0.0,270.4
9523,1.0,6.888888888888889,21,75,50.0,B12,Diesel,A,393.0,Centre,False,0.0,339.21
9523,1.0,6.888888888888889,21,75,50.0,B12,Diesel,A,393.0,Centre,False,0.0,344.29
9523,1.0,6.888888888888889,21,75,50.0,B12,Diesel,A,393.0,Centre,False,0.0,344.29
9524,1.0,6.888888888888889,21,77,50.0,B12,Diesel,A,393.0,Centre,False,0.0,309.51
9524,1.0,6.888888888888889,21,77,50.0,B12,Diesel,A,393.0,Centre,False,0.0,311.08
9525,1.0,7.277777777777778,21,70,50.0,B12,Diesel,A,393.0,Centre,False,0.0,374.47
9525,1.0,7.277777777777778,21,70,50.0,B12,Diesel,A,393.0,Centre,False,0.0,376.35
9525,1.0,7.277777777777778,21,70,50.0,B12,Diesel,A,393.0,Centre,False,0.0,378.24
9526,1.0,6.666666666666666,18,73,104.0,B12,Regular,B,393.0,Centre,True,606.9499999999999,323.32
9526,1.0,6.666666666666666,18,73,104.0,B12,Regular,B,393.0,Centre,False,0.0,349.18
9526,1.0,6.666666666666666,18,73,104.0,B12,Regular,B,393.0,Centre,False,0.0,364.9
9527,1.0,6.944444444444445,17,61,113.0,B12,Regular,A,393.0,Centre,True,380.19,353.89
9528,1.0,6.222222222222222,14,38,68.0,B12,Diesel,A,393.0,Centre,True,35.845,350.43
9528,1.0,6.222222222222222,14,38,68.0,B12,Diesel,A,393.0,Centre,True,882.0,353.92
9529,1.0,5.972222222222222,17,61,113.0,B12,Regular,A,393.0,Centre,True,678.43,222.35
9529,1.0,5.972222222222222,17,61,113.0,B12,Regular,A,393.0,Centre,False,0.0,214.98
9529,1.0,5.972222222222222,17,61,113.0,B12,Regular,A,393.0,Centre,False,0.0,214.98
9529,1.0,5.972222222222222,17,61,113.0,B12,Regular,A,393.0,Centre,False,0.0,190.56
9530,1.0,5.805555555555555,2,76,50.0,B12,Regular,A,393.0,Centre,False,0.0,252.46
9531,1.0,4.916666666666667,30,72,50.0,B12,Diesel,A,393.0,Centre,False,0.0,89.96
9531,1.0,4.916666666666667,30,72,50.0,B12,Diesel,A,393.0,Centre,False,0.0,91.3
9531,1.0,4.916666666666667,30,72,50.0,B12,Diesel,A,393.0,Centre,False,0.0,92.21
9532,1.0,5.972222222222222,7,78,68.0,B12,Diesel,A,393.0,Centre,False,0.0,241.9
9533,1.0,5.555555555555555,17,70,95.0,B12,Diesel,A,393.0,Centre,True,13.8275,246.67
9533,1.0,5.555555555555555,17,70,95.0,B12,Diesel,A,393.0,Centre,True,371.34,250.78
9533,1.0,5.555555555555555,17,70,95.0,B12,Diesel,A,393.0,Centre,False,0.0,252.03
9534,1.0,6.0,16,78,131.0,B12,Regular,A,393.0,Centre,False,0.0,77.26
9535,1.0,5.833333333333333,10,68,203.0,B12,Diesel,B,393.0,Centre,False,0.0,543.95
9536,1.0,5.416666666666667,22,77,50.0,B12,Regular,A,393.0,Centre,False,0.0,256.75
9537,1.0,6.666666666666666,8,70,50.0,B12,Regular,A,393.0,Centre,False,0.0,471.18
9537,1.0,6.666666666666666,8,70,50.0,B12,Regular,A,393.0,Centre,False,0.0,492.36
9537,1.0,6.666666666666666,8,70,50.0,B12,Regular,A,393.0,Centre,False,0.0,494.82
9538,1.0,5.555555555555555,15,62,59.0,B12,Regular,A,393.0,Centre,False,0.0,195.4
9538,1.0,5.555555555555555,15,62,59.0,B12,Regular,A,393.0,Centre,False,0.0,200.28
9538,1.0,5.555555555555555,15,62,59.0,B12,Regular,A,393.0,Centre,False,0.0,198.24
9539,1.0,5.555555555555555,15,74,59.0,B12,Diesel,A,393.0,Centre,False,0.0,279.32
9540,1.0,7.222222222222222,13,72,68.0,B12,Diesel,A,393.0,Centre,True,441.0,266.6
9540,1.0,7.222222222222222,13,72,68.0,B12,Diesel,A,393.0,Centre,False,0.0,301.26
9541,1.0,6.388888888888889,12,67,113.0,B12,Diesel,B,393.0,Centre,True,27.2,349.51
9541,1.0,6.388888888888889,12,67,113.0,B12,Diesel,B,393.0,Centre,True,172.91,357.86
9541,1.0,6.388888888888889,12,67,113.0,B12,Diesel,B,393.0,Centre,False,0.0,361.44
9542,1.0,5.972222222222222,17,77,50.0,B12,Regular,B,393.0,Centre,False,0.0,259.0
9542,1.0,5.972222222222222,17,77,50.0,B12,Regular,B,393.0,Centre,False,0.0,264.17
9543,1.0,6.444444444444445,32,60,77.0,B12,Regular,B,393.0,Centre,True,882.0,307.15
9543,1.0,6.444444444444445,32,60,77.0,B12,Regular,B,393.0,Centre,False,0.0,330.19
9543,1.0,6.444444444444445,32,60,77.0,B12,Regular,B,393.0,Centre,False,0.0,330.19
9544,1.0,6.944444444444445,11,75,113.0,B12,Diesel,B,393.0,Centre,True,882.0,123.99
9545,1.0,5.694444444444445,18,60,176.0,B12,Diesel,B,393.0,Centre,True,116.1,286.79
9545,1.0,5.694444444444445,18,60,176.0,B12,Diesel,B,393.0,Centre,False,0.0,286.79
9545,1.0,5.694444444444445,18,60,176.0,B12,Diesel,B,393.0,Centre,False,0.0,292.77
9546,1.0,6.388888888888889,18,77,50.0,B12,Regular,A,393.0,Centre,False,0.0,87.06
9546,1.0,6.388888888888889,18,77,50.0,B12,Regular,A,393.0,Centre,False,0.0,87.92
9547,1.0,5.972222222222222,12,75,50.0,B12,Regular,A,393.0,Centre,False,0.0,228.21
9548,1.0,7.861111111111111,15,67,77.0,B12,Diesel,A,393.0,Centre,False,0.0,424.76
9548,1.0,7.861111111111111,15,67,77.0,B12,Diesel,A,393.0,Centre,False,0.0,426.88
9548,1.0,7.861111111111111,15,67,77.0,B12,Diesel,A,393.0,Centre,False,0.0,420.47
9549,1.0,6.111111111111111,17,72,59.0,B12,Diesel,A,393.0,Centre,False,0.0,259.99
9549,1.0,6.111111111111111,17,72,59.0,B12,Diesel,A,393.0,Centre,False,0.0,247.24
9549,1.0,6.111111111111111,17,72,59.0,B12,Diesel,A,393.0,Centre,False,0.0,255.91
9550,1.0,5.777777777777778,17,41,77.0,B12,Diesel,A,393.0,Centre,False,0.0,271.72
9551,1.0,5.555555555555555,15,71,50.0,B12,Diesel,A,393.0,Centre,False,0.0,184.37
9552,1.0,5.972222222222222,9,70,50.0,B12,Diesel,A,393.0,Centre,False,0.0,208.02
9553,1.0,7.111111111111111,13,73,50.0,B12,Diesel,A,393.0,Centre,False,0.0,239.81
9553,1.0,7.111111111111111,13,73,50.0,B12,Diesel,A,393.0,Centre,False,0.0,247.01
9554,1.0,7.111111111111111,13,74,50.0,B12,Diesel,A,393.0,Centre,False,0.0,251.46
9554,1.0,7.111111111111111,13,74,50.0,B12,Diesel,A,393.0,Centre,False,0.0,248.21
9555,1.0,5.833333333333333,13,76,50.0,B12,Diesel,A,393.0,Centre,False,0.0,229.32
9556,1.0,5.833333333333333,13,76,50.0,B12,Diesel,A,393.0,Centre,False,0.0,174.36
9557,1.0,6.666666666666666,17,69,68.0,B12,Regular,A,393.0,Centre,False,0.0,243.04
9557,1.0,6.666666666666666,17,69,68.0,B12,Regular,A,393.0,Centre,False,0.0,250.34
9557,1.0,6.666666666666666,17,69,68.0,B12,Regular,A,393.0,Centre,False,0.0,236.61
9558,1.0,4.111111111111111,2,45,50.0,B12,Regular,B,393.0,Centre,False,0.0,140.68
9558,1.0,4.111111111111111,2,45,50.0,B12,Regular,B,393.0,Centre,False,0.0,141.37
9559,1.0,5.777777777777778,14,70,68.0,B12,Diesel,B,393.0,Centre,False,0.0,313.89
9560,1.0,6.388888888888889,2,75,59.0,B12,Diesel,A,393.0,Centre,False,0.0,500.24
9560,1.0,6.388888888888889,2,75,59.0,B12,Diesel,A,393.0,Centre,False,0.0,640.03
9561,1.0,6.944444444444445,15,73,59.0,B12,Regular,B,393.0,Centre,True,52.09,300.88
9561,1.0,6.944444444444445,15,73,59.0,B12,Regular,B,393.0,Centre,False,0.0,309.91
9562,1.0,5.555555555555555,15,65,95.0,B12,Regular,B,393.0,Centre,False,0.0,250.93
9563,1.0,5.972222222222222,16,61,59.0,B12,Regular,B,393.0,Centre,False,0.0,241.24
9563,1.0,5.972222222222222,16,61,59.0,B12,Regular,B,393.0,Centre,False,0.0,248.45
9563,1.0,5.972222222222222,16,61,59.0,B12,Regular,B,393.0,Centre,False,0.0,228.63
9564,1.0,6.388888888888889,2,74,50.0,B12,Diesel,B,393.0,Centre,False,0.0,289.84
9565,1.0,7.111111111111111,16,76,50.0,B12,Diesel,B,393.0,Centre,False,0.0,367.95
9566,1.0,6.388888888888889,4,73,185.0,B12,Diesel,A,393.0,Centre,True,734.68,483.91
9566,1.0,6.388888888888889,4,73,185.0,B12,Diesel,A,393.0,Centre,False,0.0,483.91
9567,1.0,5.555555555555555,24,61,50.0,B12,Regular,A,393.0,Centre,False,0.0,212.66
9567,1.0,5.555555555555555,24,61,50.0,B12,Regular,A,393.0,Centre,False,0.0,219.03
9567,1.0,5.555555555555555,24,61,50.0,B12,Regular,A,393.0,Centre,False,0.0,225.6
9568,1.0,4.916666666666667,40,68,50.0,B12,Diesel,A,393.0,Centre,False,0.0,79.37
9568,1.0,4.916666666666667,40,68,50.0,B12,Diesel,A,393.0,Centre,False,0.0,80.17
9568,1.0,4.916666666666667,40,68,50.0,B12,Diesel,A,393.0,Centre,False,0.0,80.97
9569,1.0,6.777777777777778,18,61,95.0,B12,Diesel,A,393.0,Centre,False,0.0,200.76
9569,1.0,6.777777777777778,18,61,95.0,B12,Diesel,A,393.0,Centre,False,0.0,175.4
9569,1.0,6.777777777777778,18,61,95.0,B12,Diesel,A,393.0,Centre,False,0.0,167.43
9570,1.0,6.777777777777778,18,63,95.0,B12,Diesel,A,393.0,Centre,False,0.0,223.2
9571,1.0,5.694444444444445,20,74,50.0,B12,Diesel,A,393.0,Centre,False,0.0,303.45
9571,1.0,5.694444444444445,20,74,50.0,B12,Diesel,A,393.0,Centre,False,0.0,304.97
9572,1.0,6.666666666666666,1,73,50.0,B12,Regular,A,393.0,Centre,False,0.0,250.54
9573,1.0,6.388888888888889,14,64,68.0,B12,Diesel,A,393.0,Centre,False,0.0,247.83
9573,1.0,6.388888888888889,14,64,68.0,B12,Diesel,A,393.0,Centre,False,0.0,239.3
9573,1.0,6.388888888888889,14,64,68.0,B12,Diesel,A,393.0,Centre,False,0.0,236.91
9574,1.0,6.916666666666666,10,65,86.0,B12,Diesel,A,393.0,Centre,False,0.0,323.04
9574,1.0,6.916666666666666,10,65,86.0,B12,Diesel,A,393.0,Centre,False,0.0,304.9
9574,1.0,6.916666666666666,10,65,86.0,B12,Diesel,A,393.0,Centre,False,0.0,306.42
9575,1.0,6.916666666666666,12,64,221.0,B12,Diesel,A,393.0,Centre,True,766.265,1585.01
9575,1.0,6.916666666666666,12,64,221.0,B12,Diesel,A,393.0,Centre,False,0.0,449.63
9575,1.0,6.916666666666666,12,64,221.0,B12,Diesel,A,393.0,Centre,False,0.0,451.89
9576,1.0,7.666666666666666,13,63,230.0,B12,Diesel,A,393.0,Centre,True,23.630000000000003,244.41
9576,1.0,7.666666666666666,13,63,230.0,B12,Diesel,A,393.0,Centre,True,71.44333333333334,245.34
9576,1.0,7.666666666666666,13,63,230.0,B12,Diesel,A,393.0,Centre,False,0.0,249.01
9577,1.0,7.5,10,71,86.0,B12,Diesel,A,393.0,Centre,True,139.17,516.89
9578,1.0,7.166666666666666,43,72,77.0,B12,Regular,A,393.0,Centre,False,0.0,89.99
9578,1.0,7.166666666666666,43,72,77.0,B12,Regular,A,393.0,Centre,False,0.0,94.04
9578,1.0,7.166666666666666,43,72,77.0,B12,Regular,A,393.0,Centre,False,0.0,94.04
9579,1.0,7.166666666666666,43,75,77.0,B12,Regular,A,393.0,Centre,False,0.0,193.2
9579,1.0,7.166666666666666,43,75,77.0,B12,Regular,A,393.0,Centre,False,0.0,200.93
9579,1.0,7.166666666666666,43,75,77.0,B12,Regular,A,393.0,Centre,False,0.0,201.94
9580,1.0,7.166666666666666,43,76,77.0,B12,Regular,A,393.0,Centre,False,0.0,183.66
9580,1.0,7.166666666666666,43,76,77.0,B12,Regular,A,393.0,Centre,False,0.0,184.58
9581,1.0,5.861111111111111,18,76,50.0,B12,Diesel,A,393.0,Centre,False,0.0,263.17
9582,1.0,5.694444444444445,14,62,104.0,B12,Diesel,B,393.0,Centre,False,0.0,295.61
9582,1.0,5.694444444444445,14,62,104.0,B12,Diesel,B,393.0,Centre,False,0.0,301.52
9583,1.0,7.361111111111111,9,73,50.0,B12,Diesel,A,393.0,Centre,False,0.0,226.43
9583,1.0,7.361111111111111,9,73,50.0,B12,Diesel,A,393.0,Centre,False,0.0,232.09
9584,1.0,7.222222222222222,11,70,77.0,B12,Diesel,B,393.0,Centre,True,441.0,366.11
9584,1.0,7.222222222222222,11,70,77.0,B12,Diesel,B,393.0,Centre,True,519.5,380.74
9584,1.0,7.222222222222222,11,70,77.0,B12,Diesel,B,393.0,Centre,False,0.0,384.56
9585,1.0,5.972222222222222,15,66,59.0,B12,Regular,A,393.0,Centre,False,0.0,285.76
9585,1.0,5.972222222222222,15,66,59.0,B12,Regular,A,393.0,Centre,False,0.0,253.52
9585,1.0,5.972222222222222,15,66,59.0,B12,Regular,A,393.0,Centre,False,0.0,250.98
9586,1.0,6.944444444444445,11,70,86.0,B12,Diesel,A,393.0,Centre,False,0.0,393.36
9587,1.0,6.944444444444445,6,72,59.0,B12,Diesel,B,393.0,Centre,True,882.0,355.42
9587,1.0,6.944444444444445,6,72,59.0,B12,Diesel,B,393.0,Centre,False,0.0,352.23
9587,1.0,6.944444444444445,6,72,59.0,B12,Diesel,B,393.0,Centre,False,0.0,367.01
9588,1.0,6.444444444444445,5,73,50.0,B12,Diesel,B,393.0,Centre,False,0.0,270.31
9588,1.0,6.444444444444445,5,73,50.0,B12,Diesel,B,393.0,Centre,False,0.0,275.71
9588,1.0,6.444444444444445,5,73,50.0,B12,Diesel,B,393.0,Centre,False,0.0,277.09
9589,1.0,6.277777777777778,20,21,149.0,B12,Diesel,B,393.0,Centre,False,0.0,324.25
9589,1.0,6.277777777777778,20,21,149.0,B12,Diesel,B,393.0,Centre,False,0.0,282.9
9589,1.0,6.277777777777778,20,21,149.0,B12,Diesel,B,393.0,Centre,False,0.0,284.33
9590,1.0,8.416666666666668,16,52,113.0,B12,Diesel,A,393.0,Centre,True,343.17,406.37
9590,1.0,8.416666666666668,16,52,113.0,B12,Diesel,A,393.0,Centre,False,0.0,428.73
9591,1.0,8.416666666666668,16,53,113.0,B12,Diesel,A,393.0,Centre,True,118.92,225.09
9591,1.0,8.416666666666668,16,53,113.0,B12,Diesel,A,393.0,Centre,False,0.0,241.97
9591,1.0,8.416666666666668,16,53,113.0,B12,Diesel,A,393.0,Centre,False,0.0,263.75
9592,1.0,7.277777777777778,11,37,50.0,B12,Diesel,B,393.0,Centre,False,0.0,279.5
9592,1.0,7.277777777777778,11,37,50.0,B12,Diesel,B,393.0,Centre,False,0.0,286.49
9593,1.0,5.555555555555555,14,62,86.0,B12,Regular,B,393.0,Centre,True,71.045,304.48
9593,1.0,5.555555555555555,14,62,86.0,B12,Regular,B,393.0,Centre,False,0.0,280.99
9593,1.0,5.555555555555555,14,62,86.0,B12,Regular,B,393.0,Centre,False,0.0,280.99
9594,1.0,6.666666666666666,16,62,113.0,B12,Diesel,A,393.0,Centre,False,0.0,261.9
9595,1.0,4.305555555555555,57,66,50.0,B12,Regular,A,393.0,Centre,False,0.0,114.57
9595,1.0,4.305555555555555,57,66,50.0,B12,Regular,A,393.0,Centre,False,0.0,115.71
9595,1.0,4.305555555555555,57,66,50.0,B12,Regular,A,393.0,Centre,False,0.0,116.87
9596,1.0,6.805555555555555,13,69,50.0,B12,Regular,A,393.0,Centre,False,0.0,289.0
9597,1.0,6.444444444444445,5,74,50.0,B12,Diesel,A,393.0,Centre,False,0.0,255.5
9598,1.0,5.972222222222222,23,44,50.0,B12,Diesel,B,393.0,Centre,False,0.0,281.49
9598,1.0,5.972222222222222,23,44,50.0,B12,Diesel,B,393.0,Centre,False,0.0,269.68
9598,1.0,5.972222222222222,23,44,50.0,B12,Diesel,B,393.0,Centre,False,0.0,269.68
9599,1.0,5.972222222222222,2,77,167.0,B12,Regular,B,393.0,Centre,False,0.0,219.86
9600,1.0,4.027777777777778,18,68,95.0,B12,Regular,A,393.0,Centre,False,0.0,128.1
9600,1.0,4.027777777777778,18,68,95.0,B12,Regular,A,393.0,Centre,False,0.0,129.37
9601,1.0,5.972222222222222,2,73,95.0,B12,Diesel,A,393.0,Centre,True,859.07,309.4
9601,1.0,5.972222222222222,2,73,95.0,B12,Diesel,A,393.0,Centre,False,0.0,534.74
9601,1.0,5.972222222222222,2,73,95.0,B12,Diesel,A,393.0,Centre,False,0.0,558.8
9602,1.0,5.75,0,74,131.0,B12,Regular,A,393.0,Centre,True,701.32,136.79
9603,1.0,8.416666666666668,16,74,50.0,B12,Regular,B,393.0,Centre,False,0.0,538.95
9604,1.0,7.083333333333334,11,71,59.0,B12,Diesel,A,393.0,Centre,True,89.66,375.63
9604,1.0,7.083333333333334,11,71,59.0,B12,Diesel,A,393.0,Centre,False,0.0,349.06
9604,1.0,7.083333333333334,11,71,59.0,B12,Diesel,A,393.0,Centre,False,0.0,345.55
